FROM,TO,TIME,AIRLINE
MXP,NRT,12:45,BAW
ORD,SIN,07:00,IBE
MXP,LAX,12:05,WZZ
PVG,FCO,23:25,AFR
DFW,SIN,10:25,AFL
HND,ATL,17:25,IBE
DFW,PVG,21:40,AFR
LHR,MAD,22:45,IBE
DXB,CPT,15:20,FIN
PEK,ORD,10:35,RYR
LAX,DFW,02:05,AAL
DXB,PVG,02:15,SWR
MXP,CPT,19:40,RYR
LAX,FRA,01:15,DLH
MXP,JFK,22:15,IBE
LHR,DXB,10:40,BAW
CPT,FRA,05:45,UAL
JFK,CPT,08:45,AFR
AMS,SIN,00:15,AZA
NRT,SIN,23:55,SWR
ATL,DXB,23:35,KLM
MXP,DFW,22:10,LOT
ATL,CDG,23:55,DLH
HND,MAD,00:25,AAL
DXB,LHR,05:50,UAL
CPT,PVG,01:05,AZA
JFK,PVG,02:05,WZZ
DXB,LHR,04:55,DLH
DFW,MAD,21:45,MAS
LHR,LAX,02:35,RYR
LHR,FRA,02:40,ANA
PVG,CPT,14:45,SWR
AMS,LHR,21:40,AFR
FCO,CDG,13:30,LOT
MAD,PEK,16:55,RYR
JFK,MXP,11:40,AZA
NRT,PEK,00:40,ANA
AMS,ORD,20:10,AZA
HND,JFK,05:45,DLH
MAD,DXB,20:05,ANA
DXB,FRA,06:50,SWR
ATL,FCO,07:30,DLH
MAD,SIN,11:30,AFR
PEK,JFK,14:45,AFR
CPT,AMS,04:35,IBE
LHR,ZRH,02:15,MAS
HND,MXP,00:55,IBE
FRA,ZRH,13:05,IBE
LHR,DFW,12:45,IBE
FCO,LAX,17:35,RYR
FCO,ATL,20:45,BAW
PVG,NRT,05:15,AEE
DFW,ORD,05:15,ANA
HND,LHR,04:15,AAL
ZRH,PVG,04:05,AFR
CPT,PVG,02:25,AEE
HND,NRT,07:25,AZA
NRT,SIN,00:25,AFR
MAD,FRA,20:05,SWR
ZRH,LAX,10:15,MAS
MAD,PVG,12:25,AAL
PVG,DFW,17:45,WZZ
DXB,PEK,05:00,UAL
DFW,ORD,16:10,LOT
SIN,MAD,06:35,RYR
NRT,JFK,08:00,MAS
NRT,FCO,09:15,AFR
DFW,PEK,00:45,IBE
DFW,FRA,03:05,AFR
SIN,ATL,03:45,RYR
ATL,FRA,10:35,SWR
ORD,CPT,13:40,ANA
DFW,FRA,20:50,MAS
FRA,DFW,06:45,AAL
LHR,SIN,16:20,AFR
FCO,LAX,05:10,UAL
PEK,HND,08:15,SWR
PVG,PEK,16:15,KLM
ATL,DXB,11:40,SWR
ZRH,AMS,18:15,AAL
MAD,CPT,03:20,AFL
AMS,FCO,03:50,DLH
DXB,NRT,14:25,RYR
AMS,DFW,09:45,MAS
MAD,FRA,05:55,LOT
LAX,JFK,13:35,WZZ
ZRH,NRT,22:25,ANA
NRT,CPT,11:10,MAS
LAX,FRA,04:10,FIN
LHR,FCO,16:00,AFL
CDG,HND,04:00,AAL
ORD,PVG,00:15,IBE
MAD,ZRH,05:55,RYR
LAX,CDG,14:25,AAL
ZRH,CDG,19:35,KLM
LHR,DFW,21:35,MAS
FRA,AMS,11:55,KLM
LAX,FCO,00:20,RYR
PVG,FCO,03:30,SWR
LHR,ORD,23:50,IBE
DFW,CDG,02:55,MAS
AMS,MXP,12:45,RYR
PVG,FCO,06:40,ANA
ORD,NRT,07:50,UAL
AMS,DFW,06:55,BAW
FRA,PEK,16:25,SWR
NRT,ORD,02:15,AFR
MXP,JFK,05:25,AEE
CDG,PVG,21:45,AFR
AMS,CPT,13:45,LOT
AMS,MAD,09:15,AAL
HND,DXB,19:20,WZZ
FRA,DXB,03:20,MAS
CPT,MAD,07:00,BAW
LAX,PEK,10:00,IBE
CPT,ORD,23:25,AAL
NRT,PVG,22:40,KLM
ORD,ZRH,10:45,IBE
CDG,DFW,01:55,KLM
ATL,HND,15:35,WZZ
LHR,FCO,22:10,MAS
NRT,CDG,18:05,AFL
CPT,LHR,07:35,AZA
DXB,DFW,19:00,BAW
DFW,LAX,04:10,KLM
JFK,FCO,00:10,LOT
MXP,JFK,22:55,FIN
DFW,PEK,15:30,WZZ
FCO,CPT,13:00,KLM
SIN,ORD,21:35,UAL
PEK,ATL,02:55,KLM
PEK,HND,20:35,AFL
CDG,SIN,11:15,AEE
LAX,ZRH,04:10,MAS
LHR,AMS,07:05,AEE
PVG,DXB,13:10,DLH
DXB,CDG,06:35,SWR
ORD,CDG,04:50,DLH
FCO,AMS,23:55,RYR
FRA,MXP,19:45,MAS
CDG,FRA,16:30,FIN
JFK,FCO,09:15,IBE
PEK,SIN,12:25,IBE
MXP,FRA,13:05,SWR
SIN,MXP,07:10,AAL
HND,NRT,20:50,AFL
FCO,HND,23:40,KLM
CDG,ORD,01:20,WZZ
ORD,HND,17:40,SWR
LAX,FRA,00:50,FIN
FCO,NRT,07:25,ANA
MAD,JFK,21:55,DLH
CPT,LAX,23:30,ANA
ATL,AMS,18:55,AAL
DXB,LAX,11:20,UAL
PEK,CPT,13:10,DLH
AMS,DXB,20:20,KLM
ATL,PVG,21:50,AAL
FRA,LHR,09:25,WZZ
ZRH,DXB,07:55,IBE
PEK,FRA,22:15,BAW
DFW,NRT,04:55,AFR
NRT,ZRH,22:20,AZA
HND,NRT,17:40,AAL
MXP,LHR,15:35,AZA
LAX,DFW,20:20,IBE
PEK,PVG,10:00,BAW
DXB,SIN,17:20,RYR
JFK,LAX,21:45,DLH
ATL,PVG,01:05,AFL
CPT,FRA,07:15,RYR
JFK,NRT,08:50,ANA
ORD,CDG,00:30,AFR
ZRH,PEK,11:05,AEE
DFW,MXP,08:05,FIN
AMS,LHR,13:00,RYR
MAD,SIN,06:30,SWR
PVG,CDG,21:00,SWR
HND,AMS,17:25,ANA
MAD,NRT,07:15,DLH
CPT,ZRH,16:10,FIN
DFW,ATL,04:50,BAW
PVG,MAD,03:20,MAS
JFK,PVG,10:05,DLH
DFW,NRT,21:00,AFL
ORD,FCO,06:35,AAL
SIN,FRA,01:45,AAL
ORD,FRA,13:35,RYR
JFK,FRA,06:35,WZZ
ORD,MXP,06:20,UAL
FCO,ORD,21:45,ANA
LAX,AMS,17:50,SWR
NRT,LAX,13:05,AFR
CDG,SIN,13:40,AAL
HND,FCO,16:05,DLH
HND,JFK,18:35,AEE
SIN,MAD,03:00,ANA
SIN,HND,02:15,AAL
ZRH,FCO,15:00,AFR
JFK,ATL,16:30,DLH
MXP,DXB,00:55,AAL
ORD,SIN,09:45,AFL
FCO,ZRH,11:45,UAL
PVG,CDG,11:20,SWR
FCO,NRT,16:25,IBE
ATL,AMS,23:40,AFL
FRA,LAX,07:35,AZA
ATL,FRA,16:50,WZZ
SIN,DXB,21:40,MAS
MXP,LHR,07:10,ANA
PEK,HND,21:15,FIN
DFW,ATL,02:55,LOT
DFW,NRT,10:35,ANA
MXP,FRA,21:35,AAL
ORD,DFW,20:50,UAL
MAD,CDG,01:15,IBE
FRA,JFK,05:05,AFR
HND,SIN,03:50,BAW
CPT,DFW,00:35,AAL
AMS,MAD,05:40,RYR
NRT,CDG,07:40,WZZ
CDG,NRT,10:20,BAW
ATL,DXB,08:30,AFL
PEK,JFK,05:30,WZZ
PEK,CPT,08:55,RYR
LAX,MXP,17:55,ANA
SIN,FCO,18:45,FIN
FCO,CDG,06:35,AEE
MXP,HND,11:55,AFR
CPT,PVG,21:35,IBE
PEK,NRT,23:15,AEE
NRT,ATL,01:35,SWR
PEK,PVG,10:15,ANA
LHR,MXP,20:45,AFL
PVG,ORD,15:50,MAS
HND,CPT,14:15,LOT
MAD,DXB,05:15,MAS
ORD,NRT,11:55,UAL
DFW,CDG,20:10,AEE
FRA,PVG,01:15,AEE
ORD,PEK,01:45,LOT
SIN,MXP,20:50,MAS
JFK,PEK,19:30,RYR
MXP,DFW,14:15,FIN
FCO,ATL,18:15,SWR
CDG,MAD,06:50,IBE
LAX,DXB,15:15,AFL
ATL,NRT,11:05,AEE
PVG,NRT,00:00,MAS
SIN,HND,03:50,LOT
SIN,JFK,06:00,WZZ
PEK,AMS,14:15,ANA
PVG,SIN,07:10,FIN
CPT,DXB,06:55,BAW
LHR,MAD,00:20,AZA
CDG,SIN,23:10,DLH
DXB,FRA,15:25,UAL
LAX,ZRH,17:40,FIN
DFW,PVG,17:15,AFL
LHR,SIN,15:05,DLH
LHR,MXP,02:35,LOT
CPT,MAD,06:40,AAL
FRA,MAD,08:40,MAS
NRT,ZRH,06:25,ANA
LAX,PVG,18:30,UAL
MAD,ATL,02:25,BAW
ATL,FRA,16:45,AFL
CDG,LAX,14:10,MAS
ZRH,DXB,08:45,AEE
CPT,PVG,11:00,WZZ
HND,ORD,18:20,WZZ
PVG,CDG,14:20,RYR
JFK,MAD,21:35,RYR
ORD,MXP,13:55,IBE
PEK,LHR,12:30,SWR
DFW,JFK,16:25,AEE
PVG,NRT,07:20,UAL
CPT,ZRH,15:20,MAS
AMS,FCO,14:00,LOT
ATL,PVG,13:25,AFL
LHR,ZRH,23:05,ANA
FCO,MXP,12:40,AEE
PEK,CDG,10:30,ANA
HND,CPT,04:10,ANA
DXB,LAX,21:30,AFR
ATL,HND,22:45,AAL
ZRH,FRA,23:50,UAL
LAX,JFK,23:25,AAL
ATL,LAX,05:40,WZZ
SIN,FRA,15:35,UAL
CPT,LAX,23:15,KLM
CPT,CDG,23:35,KLM
LAX,ORD,21:40,ANA
JFK,CDG,22:10,LOT
MXP,PEK,01:05,DLH
CDG,LHR,03:25,AEE
NRT,ATL,21:45,SWR
PEK,ORD,08:50,FIN
HND,NRT,20:20,ANA
PEK,DXB,21:35,AZA
FCO,ORD,13:45,AFR
CDG,MAD,22:30,FIN
DXB,PEK,11:20,AZA
SIN,PVG,15:10,SWR
MAD,AMS,19:35,SWR
CDG,LAX,06:45,AAL
DFW,LAX,18:20,SWR
NRT,ORD,22:05,ANA
ATL,NRT,01:05,BAW
ATL,FCO,21:05,AAL
SIN,PVG,23:35,BAW
ZRH,SIN,07:40,KLM
HND,ZRH,01:40,MAS
ZRH,PVG,11:40,UAL
CPT,JFK,03:25,AFL
CDG,SIN,06:30,LOT
PEK,JFK,20:30,LOT
ATL,NRT,02:40,DLH
MXP,FCO,06:25,RYR
DXB,PEK,11:40,DLH
JFK,CPT,07:30,FIN
DFW,AMS,02:45,AAL
LHR,DXB,10:55,FIN
MXP,JFK,23:55,SWR
PVG,LAX,04:10,UAL
PVG,ATL,14:25,UAL
LHR,ATL,19:05,AAL
MAD,CDG,04:00,BAW
AMS,CDG,04:00,AEE
LAX,ORD,01:10,RYR
JFK,LHR,21:30,UAL
HND,NRT,10:25,WZZ
CDG,PEK,10:55,KLM
FRA,AMS,17:30,SWR
JFK,ZRH,16:05,LOT
CDG,AMS,20:50,RYR
LHR,FCO,07:00,AAL
FRA,ATL,12:25,MAS
LAX,CDG,03:35,SWR
NRT,DXB,07:20,DLH
FRA,JFK,14:25,MAS
SIN,ZRH,01:45,AFL
ZRH,ORD,09:40,LOT
LHR,ZRH,06:00,AAL
ATL,ZRH,16:00,SWR
CDG,PEK,22:40,LOT
PVG,LAX,22:30,MAS
MXP,JFK,07:15,AFR
PVG,HND,00:25,FIN
JFK,AMS,18:40,RYR
JFK,DFW,22:40,IBE
ORD,PVG,23:35,AFR
LHR,LAX,07:15,AAL
HND,DXB,06:00,LOT
SIN,NRT,14:30,BAW
MXP,DFW,01:55,LOT
DFW,MXP,00:15,LOT
MXP,ATL,07:55,KLM
CPT,FCO,01:25,AZA
LHR,AMS,21:55,IBE
ZRH,PEK,08:25,KLM
DXB,FCO,16:30,LOT
LAX,PEK,11:45,UAL
DFW,AMS,12:20,LOT
SIN,NRT,11:05,SWR
AMS,CPT,14:50,DLH
AMS,NRT,09:35,AZA
JFK,LAX,20:25,WZZ
CPT,MAD,17:15,WZZ
DXB,FCO,07:50,SWR
JFK,DXB,13:05,DLH
ORD,PVG,13:30,AAL
LAX,CPT,01:55,DLH
ZRH,JFK,13:45,FIN
NRT,HND,19:50,AFR
PEK,CDG,12:30,LOT
FRA,FCO,09:45,RYR
MAD,CPT,00:00,DLH
MAD,PEK,20:30,UAL
CDG,AMS,19:55,AEE
ZRH,CPT,20:05,ANA
DFW,HND,06:20,UAL
MAD,ZRH,13:25,BAW
ORD,JFK,22:30,ANA
HND,LAX,02:15,MAS
NRT,ATL,15:55,BAW
CPT,ZRH,05:40,KLM
HND,AMS,17:35,SWR
CDG,FRA,15:30,AEE
PEK,NRT,10:35,AZA
AMS,LHR,14:40,BAW
LHR,CDG,00:50,BAW
SIN,ATL,12:50,LOT
SIN,MXP,11:10,FIN
LHR,CDG,15:00,AFL
LHR,MAD,07:10,MAS
PVG,HND,22:40,KLM
PEK,DXB,11:20,AFL
FCO,MXP,22:20,AEE
NRT,DXB,05:20,FIN
LHR,CDG,20:55,AFR
CPT,DXB,14:35,AZA
MXP,FCO,18:55,AFR
PVG,FRA,22:00,DLH
FRA,HND,02:25,RYR
JFK,PEK,22:10,KLM
LHR,NRT,23:20,LOT
FRA,NRT,02:05,IBE
ORD,MAD,23:35,LOT
FCO,MAD,12:15,AZA
LAX,MAD,16:50,MAS
MXP,DXB,11:05,LOT
FRA,JFK,20:05,IBE
FRA,HND,06:55,DLH
DXB,FRA,15:15,LOT
JFK,FCO,14:45,WZZ
FCO,FRA,17:35,DLH
LHR,ZRH,19:50,ANA
HND,PEK,11:05,AFR
PVG,DXB,11:20,RYR
JFK,LHR,03:35,AFR
ORD,ZRH,13:00,AFR
PEK,DXB,04:30,LOT
LHR,ZRH,14:05,AEE
MXP,ATL,10:20,UAL
ZRH,NRT,10:50,LOT
PEK,FCO,14:55,AFR
DFW,NRT,03:05,KLM
CDG,PEK,13:00,WZZ
ORD,JFK,09:05,DLH
LAX,ZRH,10:15,DLH
DFW,DXB,05:50,SWR
LAX,ATL,08:50,SWR
FCO,DXB,14:50,AFR
LHR,MAD,20:15,AAL
CDG,FCO,13:20,BAW
SIN,CPT,00:40,RYR
NRT,PVG,16:45,FIN
DXB,LHR,10:10,AAL
CDG,SIN,19:10,UAL
ZRH,FCO,08:40,BAW
HND,ORD,12:55,KLM
ATL,HND,16:20,AZA
SIN,FCO,13:45,AZA
ATL,ZRH,15:25,MAS
ZRH,FRA,12:55,KLM
PVG,HND,22:30,AEE
CDG,JFK,01:45,BAW
CPT,SIN,04:25,DLH
JFK,CDG,16:50,IBE
CDG,DFW,14:25,IBE
LHR,DXB,03:15,KLM
ZRH,FCO,04:30,AEE
ORD,PEK,05:05,BAW
LAX,SIN,05:30,DLH
MXP,CPT,10:25,RYR
LHR,ORD,05:05,WZZ
ZRH,AMS,06:00,SWR
DFW,AMS,12:50,IBE
DFW,PVG,02:50,MAS
JFK,DFW,23:10,FIN
FRA,LAX,20:15,AEE
ORD,DXB,22:25,UAL
AMS,HND,22:45,FIN
ATL,DXB,09:45,AAL
CDG,ATL,14:00,AEE
LAX,PVG,21:45,BAW
FRA,PEK,23:45,UAL
MXP,AMS,06:10,KLM
CDG,HND,17:05,IBE
AMS,CPT,22:25,AAL
PEK,FCO,16:35,FIN
SIN,PEK,04:25,AZA
PEK,LAX,11:45,WZZ
ZRH,HND,08:25,FIN
NRT,FRA,21:55,MAS
ZRH,JFK,15:15,LOT
ATL,PVG,13:30,FIN
ZRH,LHR,21:15,DLH
CPT,DXB,13:05,IBE
LAX,HND,22:00,SWR
LHR,ZRH,15:05,AFR
LHR,ORD,23:10,WZZ
LAX,ORD,14:15,MAS
FRA,MAD,18:50,LOT
SIN,MXP,09:40,FIN
SIN,MAD,10:30,BAW
LAX,DXB,12:40,AAL
MAD,MXP,11:35,KLM
MAD,DXB,18:55,WZZ
AMS,LHR,04:50,IBE
AMS,PEK,05:00,AFL
DXB,SIN,01:20,KLM
LAX,FCO,10:15,AFL
CPT,FRA,06:00,BAW
JFK,MXP,15:30,AFR
MXP,SIN,00:20,AZA
PEK,MAD,06:20,AAL
DFW,HND,19:10,RYR
SIN,MAD,01:50,AEE
AMS,DXB,11:10,WZZ
CDG,LAX,05:40,BAW
PEK,FCO,07:25,MAS
HND,MAD,06:35,AEE
MAD,ZRH,11:40,BAW
LHR,ATL,04:50,AFR
AMS,PEK,18:00,UAL
ATL,LAX,14:30,BAW
MAD,FCO,03:50,DLH
FRA,LAX,05:15,UAL
JFK,AMS,21:00,AZA
FRA,ATL,09:20,AFL
MXP,ORD,06:35,AEE
ATL,LAX,02:50,DLH
PVG,MAD,18:35,AFL
DFW,FCO,22:25,AFL
AMS,ORD,16:05,WZZ
ZRH,ATL,05:00,BAW
ZRH,CPT,22:05,AEE
FCO,DXB,07:40,AFL
FRA,NRT,12:10,BAW
FCO,MAD,13:45,RYR
DFW,CPT,08:25,RYR
FCO,NRT,00:45,KLM
DXB,PVG,20:05,RYR
LAX,DFW,15:05,ANA
FCO,CDG,11:15,AFR
AMS,ORD,15:50,AEE
CDG,ZRH,09:25,AZA
SIN,LAX,12:05,MAS
MAD,PEK,18:30,AAL
HND,SIN,12:35,SWR
NRT,DXB,03:35,DLH
ORD,NRT,00:00,KLM
ORD,FCO,16:25,BAW
AMS,SIN,07:25,FIN
ORD,FRA,20:10,LOT
NRT,DXB,14:05,SWR
MXP,JFK,20:50,IBE
LHR,CDG,07:15,BAW
ATL,FCO,13:20,WZZ
JFK,FRA,13:00,AFR
LAX,PEK,09:50,FIN
MXP,FCO,20:45,AEE
NRT,FCO,22:20,DLH
DFW,JFK,00:30,AAL
AMS,DFW,18:55,AAL
HND,PVG,23:40,AAL
DFW,MXP,22:05,DLH
HND,LAX,11:20,AZA
NRT,DFW,06:30,AEE
JFK,AMS,07:05,AEE
MXP,DXB,18:00,AAL
PVG,MXP,19:30,AFR
ORD,CDG,08:45,WZZ
ZRH,PEK,04:35,DLH
FCO,ORD,02:50,SWR
SIN,CDG,14:40,SWR
NRT,PEK,22:30,IBE
FRA,AMS,20:25,IBE
FRA,LHR,10:45,AAL
PEK,LHR,02:15,MAS
DXB,SIN,03:25,AFL
MAD,PVG,00:50,BAW
JFK,ATL,08:20,KLM
MAD,FCO,01:15,DLH
LAX,ORD,09:45,KLM
DXB,LHR,14:40,BAW
MAD,PEK,02:30,ANA
FCO,PVG,15:50,BAW
FRA,DXB,17:00,WZZ
CDG,FCO,14:35,WZZ
DXB,FRA,04:40,AEE
CDG,DFW,15:25,KLM
NRT,JFK,16:30,AFR
AMS,PVG,17:10,MAS
LHR,CPT,06:10,BAW
PEK,MAD,21:15,DLH
ORD,MAD,03:40,IBE
CPT,LHR,03:00,AEE
FRA,LAX,11:30,DLH
CPT,DFW,22:10,BAW
CDG,FCO,00:10,FIN
DXB,PVG,17:30,MAS
PVG,FCO,22:45,BAW
FRA,PEK,16:25,FIN
PVG,FCO,22:45,IBE
LAX,ATL,01:45,IBE
HND,FRA,14:15,AFR
PEK,CPT,14:10,FIN
CDG,JFK,20:35,SWR
DXB,HND,01:55,UAL
MXP,JFK,01:20,ANA
LAX,MAD,04:35,AEE
LHR,ORD,00:05,AFL
NRT,DFW,04:40,AEE
PVG,LAX,22:15,AZA
LHR,ATL,04:50,AFR
PEK,AMS,21:20,AEE
ZRH,DXB,19:30,AFR
MAD,DXB,14:40,ANA
PEK,CPT,13:15,AEE
LAX,ZRH,08:10,BAW
LAX,LHR,11:55,BAW
ATL,NRT,07:20,AEE
DFW,LHR,08:50,UAL
AMS,DFW,22:55,WZZ
DFW,CDG,18:55,BAW
LHR,ORD,05:45,RYR
FRA,ATL,00:50,AFR
AMS,CDG,00:35,WZZ
JFK,MAD,12:20,AFL
ZRH,JFK,14:55,LOT
SIN,DXB,12:55,IBE
ATL,MXP,14:55,DLH
JFK,MXP,16:05,LOT
AMS,FRA,00:25,AEE
CDG,CPT,06:10,LOT
MXP,DFW,13:20,AAL
CDG,ATL,03:15,MAS
ATL,HND,04:10,AEE
ORD,DXB,13:25,RYR
LAX,FCO,00:35,KLM
PEK,FRA,14:40,BAW
FCO,CDG,20:30,AFL
DXB,ZRH,20:10,KLM
HND,LAX,16:30,AZA
ZRH,MXP,10:30,UAL
LHR,JFK,02:25,BAW
ORD,MXP,20:15,AEE
ORD,DFW,22:35,AFL
PVG,FRA,21:15,SWR
AMS,DFW,09:35,AZA
AMS,LAX,10:25,AZA
HND,JFK,23:35,AAL
DXB,ZRH,23:35,AEE
MXP,FCO,23:45,AFL
PEK,LHR,00:20,SWR
ATL,FCO,08:20,DLH
JFK,DFW,03:10,ANA
MXP,HND,01:45,LOT
DFW,LHR,16:10,DLH
LHR,ZRH,14:25,UAL
ATL,DFW,16:55,FIN
LHR,AMS,01:40,ANA
DFW,HND,00:40,SWR
ATL,HND,21:40,KLM
SIN,LHR,15:25,FIN
NRT,DXB,19:25,WZZ
JFK,ATL,01:05,UAL
PVG,MXP,22:50,DLH
SIN,AMS,19:20,WZZ
FRA,DXB,22:35,DLH
LHR,CPT,00:00,MAS
FCO,AMS,07:50,AZA
ZRH,MAD,19:25,AFL
PVG,DXB,21:50,LOT
CPT,DFW,23:15,UAL
ZRH,SIN,16:20,IBE
DXB,PEK,13:55,KLM
FCO,AMS,04:25,AEE
CPT,LHR,01:00,BAW
NRT,MXP,05:25,AFL
AMS,DFW,18:25,AEE
LAX,DXB,01:10,ANA
HND,MXP,14:10,DLH
ZRH,ORD,05:25,KLM
FCO,CDG,14:05,AAL
MAD,SIN,03:20,FIN
JFK,LAX,11:00,AZA
NRT,MXP,18:50,AAL
DXB,PEK,16:20,WZZ
AMS,NRT,09:40,KLM
AMS,CDG,16:10,AFR
ZRH,NRT,00:15,IBE
LAX,DFW,01:15,UAL
DFW,ATL,22:20,SWR
DXB,LAX,12:30,LOT
DFW,JFK,17:45,SWR
DXB,ORD,10:20,UAL
LAX,ORD,01:40,AFR
HND,AMS,16:10,ANA
MXP,AMS,22:25,AFR
JFK,SIN,23:45,LOT
DXB,ATL,06:10,FIN
CDG,FRA,12:00,IBE
MXP,ZRH,08:50,MAS
ORD,FCO,18:35,FIN
DFW,PVG,08:30,DLH
PVG,FRA,01:35,RYR
LAX,NRT,14:35,LOT
PEK,DFW,14:40,AFR
MAD,MXP,13:15,AFL
PEK,FRA,21:40,SWR
ZRH,MXP,01:45,AEE
CPT,DXB,21:40,ANA
JFK,LHR,18:45,SWR
MAD,FCO,16:10,UAL
CDG,PVG,17:55,FIN
MXP,JFK,11:00,IBE
SIN,LHR,23:40,ANA
LAX,HND,01:10,BAW
DFW,HND,05:45,WZZ
FRA,PVG,03:00,AEE
AMS,DFW,13:00,AFR
NRT,PEK,01:20,KLM
ZRH,ATL,05:35,UAL
JFK,PVG,09:45,LOT
ORD,DFW,05:45,SWR
MXP,ORD,20:25,FIN
PEK,SIN,09:15,AEE
DXB,ZRH,22:55,WZZ
MXP,DXB,14:00,AEE
JFK,LAX,13:00,AEE
PEK,ATL,10:15,LOT
PVG,FCO,21:25,RYR
AMS,DXB,05:10,AFR
HND,LAX,21:40,UAL
CDG,DFW,07:45,UAL
JFK,PVG,06:25,SWR
CPT,JFK,23:05,LOT
LAX,FRA,13:25,BAW
HND,ATL,16:00,FIN
FRA,AMS,22:30,KLM
ZRH,CDG,11:05,LOT
PVG,PEK,21:10,AEE
FCO,CDG,12:25,AEE
FRA,LHR,21:45,IBE
PVG,AMS,02:30,FIN
CPT,AMS,22:00,AFL
HND,ATL,02:30,AFR
PEK,LHR,01:55,UAL
FRA,LHR,16:15,KLM
PVG,NRT,04:25,WZZ
PVG,HND,22:05,AFR
PVG,LAX,03:05,SWR
ATL,ZRH,16:35,AFL
PEK,PVG,22:50,AFR
PVG,MXP,22:40,SWR
JFK,CPT,18:45,UAL
HND,PVG,19:25,BAW
CDG,NRT,17:35,DLH
LAX,CDG,22:15,LOT
ATL,AMS,01:35,ANA
CPT,DXB,17:55,AFL
CPT,CDG,01:40,IBE
FRA,CPT,22:30,BAW
FRA,HND,09:00,UAL
FRA,CPT,13:10,FIN
DFW,LHR,23:55,IBE
SIN,ZRH,04:00,LOT
MXP,CPT,03:25,LOT
PEK,MAD,21:30,IBE
JFK,ORD,11:55,KLM
LAX,DXB,18:05,WZZ
CDG,JFK,06:30,RYR
CPT,HND,09:50,SWR
AMS,PVG,15:50,AAL
ATL,LHR,16:15,DLH
DXB,PVG,14:00,LOT
JFK,PEK,09:35,SWR
DXB,CDG,18:05,LOT
CPT,CDG,07:05,MAS
SIN,CDG,22:15,LOT
FCO,LHR,22:55,AZA
NRT,SIN,05:40,BAW
DXB,DFW,14:05,FIN
AMS,LAX,17:00,RYR
NRT,AMS,02:10,AEE
ZRH,LHR,05:25,UAL
AMS,CPT,13:55,AFL
SIN,DFW,01:00,FIN
PEK,LHR,20:10,DLH
JFK,CDG,21:50,ANA
HND,JFK,00:35,FIN
JFK,NRT,18:05,IBE
LHR,JFK,05:55,UAL
HND,JFK,10:10,SWR
HND,JFK,22:45,BAW
CPT,MXP,22:35,KLM
FRA,LHR,07:50,AFL
SIN,ORD,12:00,FIN
MAD,ZRH,07:05,AZA
JFK,ZRH,09:45,DLH
LHR,FCO,12:30,DLH
CDG,LHR,21:25,AZA
MXP,PVG,16:40,FIN
SIN,LAX,21:45,RYR
FCO,CPT,19:55,WZZ
NRT,FRA,06:30,AFR
AMS,MXP,19:30,SWR
LHR,HND,16:35,FIN
PEK,ZRH,05:10,FIN
MAD,HND,11:15,SWR
JFK,MXP,12:25,AEE
ATL,JFK,00:25,FIN
CPT,MAD,16:35,RYR
LHR,ATL,09:00,AEE
CPT,PEK,20:30,MAS
MXP,CDG,03:10,DLH
NRT,CPT,19:30,AEE
FRA,DFW,01:05,UAL
ORD,PEK,01:45,BAW
JFK,AMS,01:25,UAL
PVG,MXP,12:15,AZA
NRT,CDG,03:55,IBE
HND,ATL,03:20,UAL
LHR,HND,17:45,IBE
MXP,LHR,17:50,IBE
MAD,CDG,13:50,AFL
ATL,FRA,04:05,ANA
LHR,ZRH,17:45,AEE
ORD,MXP,05:20,UAL
CPT,JFK,23:50,WZZ
CDG,HND,11:15,SWR
DFW,ZRH,06:45,BAW
ORD,MAD,11:10,LOT
ATL,NRT,04:55,BAW
ZRH,HND,02:45,RYR
DFW,PVG,12:10,MAS
DFW,DXB,09:20,AZA
PVG,FCO,15:30,LOT
AMS,ATL,15:15,FIN
LAX,JFK,00:20,BAW
NRT,DFW,22:05,WZZ
CPT,DXB,03:30,AAL
JFK,CPT,06:20,WZZ
ORD,HND,06:40,AEE
HND,JFK,00:50,WZZ
SIN,FCO,12:00,MAS
FCO,DFW,05:35,LOT
PEK,CPT,05:35,AAL
FRA,JFK,00:45,AFR
ZRH,HND,08:40,ANA
SIN,NRT,13:10,MAS
ORD,FCO,20:40,KLM
ZRH,LHR,06:50,SWR
SIN,CDG,06:20,FIN
MXP,PVG,14:00,RYR
HND,DXB,09:30,FIN
LHR,CDG,17:00,AEE
CPT,JFK,10:45,AFL
LAX,ATL,08:05,AFR
ZRH,MAD,15:20,AAL
DFW,ATL,16:00,LOT
JFK,CDG,00:25,KLM
FCO,HND,18:55,FIN
AMS,MXP,17:10,WZZ
DXB,CDG,03:45,RYR
DFW,ZRH,19:35,MAS
PVG,FCO,04:45,AEE
PVG,LHR,01:40,AZA
LHR,FRA,12:05,DLH
AMS,MXP,16:35,FIN
DXB,JFK,20:15,DLH
FRA,FCO,05:00,FIN
PVG,LHR,20:10,IBE
PEK,MXP,17:05,IBE
LAX,AMS,10:20,ANA
ORD,FRA,01:30,SWR
ATL,FCO,03:25,AFR
PVG,PEK,20:00,MAS
JFK,ZRH,05:05,FIN
FCO,CDG,09:05,UAL
DFW,JFK,12:25,RYR
MXP,CDG,03:35,AZA
ATL,DFW,04:50,MAS
FRA,DFW,14:05,ANA
MAD,PVG,18:30,DLH
PVG,NRT,05:35,BAW
AMS,CPT,04:50,MAS
